Vector 
-0.500000|1.000000|0.000000 
Origin 
21.866075|-1.566400|5.183456 
17.798974|-3.599950|0.593377 
16.592812|-4.203030|0.011536 
16.603509|-4.197682|0.045478 
16.608692|-4.195091|0.060735 
16.680283|-4.159296|0.305101 
16.706603|-4.146135|0.381126 
16.749669|-4.124603|0.516632 
16.811297|-4.093789|0.710455 
16.830916|-4.083979|0.773524 
16.857365|-4.070755|0.855276 
16.935475|-4.031699|1.081740 
17.020732|-3.989072|1.300620 
17.043403|-3.977736|1.359364 
17.054339|-3.972267|1.385231 
17.170565|-3.914154|1.651656 
17.183972|-3.907451|1.681544 
17.237593|-3.880641|1.790030 
18.603161|-3.197856|2.465268 
17.350404|-3.824235|2.041455 
17.377115|-3.810880|2.102021 
17.474388|-3.762243|2.306359 
17.535312|-3.731781|2.410851 
17.620596|-3.689139|2.543207 
17.669112|-3.664881|2.617913 
17.724458|-3.637208|2.699186 
17.779928|-3.609473|2.778786 
17.822130|-3.588372|2.842701 
17.803828|-3.597523|2.778824 
17.820894|-3.588989|2.805153 
18.006433|-3.496220|3.274152 
18.097132|-3.450871|3.400670 
18.057581|-3.470647|3.321132 
18.094148|-3.452363|3.390744 
18.169542|-3.414665|3.534268 
18.226418|-3.386228|3.642435 
18.237921|-3.380476|3.649969 
18.350494|-3.324190|3.911454 
18.359856|-3.319508|3.922288 
18.516394|-3.241240|4.231319 
18.572403|-3.213236|4.313021 
18.629291|-3.184792|4.395429 
18.914221|-3.042326|4.744218 
19.032407|-2.983233|4.835959 
19.361023|-2.818926|5.031474 
19.490360|-2.754256|5.076522 
19.815801|-2.591537|5.151462 
19.890947|-2.553963|5.156583 
20.157854|-2.420510|5.169102 
20.232922|-2.382976|5.164372 
20.435379|-2.281747|5.151321 
20.545683|-2.226595|5.137515 
20.619590|-2.189642|5.128665 
20.696567|-2.151153|5.119530 
20.779785|-2.109545|5.109727 
20.943774|-2.027550|5.094200 
20.946572|-2.026151|5.093815 
20.933578|-2.032648|5.094577 
21.100547|-1.949164|5.085517 
21.155924|-1.921475|5.081668 
21.240520|-1.879177|5.082187 
21.368677|-1.815099|5.081921 
21.383823|-1.807525|5.082909 
21.451049|-1.773913|5.087031 
21.550233|-1.724320|5.088691 
21.600885|-1.698994|5.094532 
21.753677|-1.622599|5.112115 
21.787106|-1.605883|5.115316 
21.978869|-1.510003|5.148232 
21.988617|-1.505128|5.146575 
22.140224|-1.429325|5.179822 
22.205461|-1.396707|5.192869 
22.367136|-1.315869|5.234429 
22.453952|-1.272461|5.249548 
22.466851|-1.266012|5.251050 
22.691888|-1.153493|5.335291 
22.773011|-1.112932|5.359745 
22.809685|-1.094594|5.368625 
22.946449|-1.026212|5.397029 
22.999144|-0.999865|5.413225 
23.149566|-0.924654|5.462592 
23.308588|-0.845142|5.513561 
23.452890|-0.772992|5.552077 
23.767033|-0.615920|5.603556 
24.045615|-0.476630|5.580168 
24.268082|-0.365396|5.521861 
24.295984|-0.351445|5.512697 
24.479218|-0.259828|5.458821 
24.509395|-0.244739|5.449905 
24.531198|-0.233838|5.443485 
24.728136|-0.135368|5.383061 
24.810014|-0.094430|5.358285 
24.948733|-0.025070|5.314473 
25.084334|0.042730|5.272156 
25.165332|0.083229|5.246353 
25.355499|0.178312|5.186857 
25.387166|0.194146|5.176774 
25.609736|0.305431|5.106728 
25.612416|0.306771|5.105893 
25.615253|0.308189|5.105011 
25.853128|0.427127|5.030674 
25.882860|0.441993|5.021255 
26.123100|0.562113|4.942093 
26.173631|0.587378|4.923735 
26.488229|0.744677|4.793279 
26.525728|0.763427|4.772500 
26.890912|0.946019|4.537254 
26.909663|0.955395|4.519969 
27.025596|1.013362|4.410455 
27.106321|1.053723|4.334142 
27.104904|1.053015|4.335479 
27.306834|1.153980|4.141556 
27.333474|1.167300|4.114073 
27.509190|1.255158|3.927205 
27.569392|1.285259|3.857426 
27.704767|1.352946|3.686500 
27.754782|1.377954|3.622974 
27.883850|1.442488|3.446056 
27.809397|1.405261|3.530137 
27.865130|1.433128|3.474096 
27.435467|1.218296|3.606209 
27.452980|1.227053|3.605130 
27.920084|1.460605|3.536626 
28.041875|1.521501|3.481206 
28.189583|1.595354|3.399815 
28.329778|1.665453|3.316302 
28.319448|1.660287|3.323419 
28.530658|1.765893|3.178410 
28.570577|1.785851|3.148803 
